"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother Year"	"Age of Mother Year Code"	Births
	"Alabama"	"01"	"2008"	"2008"	"25 years"	"25"	3957
	"Alabama"	"01"	"2008"	"2008"	"26 years"	"26"	3785
	"Alabama"	"01"	"2008"	"2008"	"27 years"	"27"	3845
	"Alabama"	"01"	"2008"	"2008"	"28 years"	"28"	3684
	"Alabama"	"01"	"2008"	"2008"	"29 years"	"29"	3332
	"Alabama"	"01"	"2008"	"2008"	"30 years"	"30"	2963
	"Alabama"	"01"	"2008"	"2008"	"31 years"	"31"	2703
	"Alabama"	"01"	"2008"	"2008"	"32 years"	"32"	2210
	"Alabama"	"01"	"2008"	"2008"	"33 years"	"33"	1892
	"Alabama"	"01"	"2008"	"2008"	"34 years"	"34"	1654
	"Alabama"	"01"	"2008"	"2008"	"35 years"	"35"	1462
	"Alabama"	"01"	"2008"	"2008"	"36 years"	"36"	1145
	"Alabama"	"01"	"2008"	"2008"	"37 years"	"37"	1033
	"Alabama"	"01"	"2008"	"2008"	"38 years"	"38"	724
	"Alabama"	"01"	"2008"	"2008"	"39 years"	"39"	542
	"Alabama"	"01"	"2008"	"2008"	"40 years"	"40"	359
	"Alabama"	"01"	"2008"	"2008"	"41 years"	"41"	231
	"Alabama"	"01"	"2008"	"2008"	"42 years"	"42"	144
	"Alabama"	"01"	"2008"	"2008"	"43 years"	"43"	92
	"Alabama"	"01"	"2008"	"2008"	"44 years"	"44"	52
	"Alabama"	"01"	"2008"	"2008"	"45 years"	"45"	22
	"Alabama"	"01"	"2009"	"2009"	"13 years"	"13"	28
	"Alabama"	"01"	"2009"	"2009"	"14 years"	"14"	127
	"Alabama"	"01"	"2009"	"2009"	"15 years"	"15"	338
	"Alabama"	"01"	"2009"	"2009"	"16 years"	"16"	709
	"Alabama"	"01"	"2009"	"2009"	"17 years"	"17"	1446
	"Alabama"	"01"	"2009"	"2009"	"18 years"	"18"	2310
	"Alabama"	"01"	"2009"	"2009"	"19 years"	"19"	3402
	"Alabama"	"01"	"2009"	"2009"	"20 years"	"20"	3797
	"Alabama"	"01"	"2009"	"2009"	"21 years"	"21"	3830
	"Alabama"	"01"	"2009"	"2009"	"22 years"	"22"	3816
	"Alabama"	"01"	"2009"	"2009"	"23 years"	"23"	3761
	"Alabama"	"01"	"2009"	"2009"	"24 years"	"24"	3714
	"Alabama"	"01"	"2009"	"2009"	"25 years"	"25"	3732
	"Alabama"	"01"	"2009"	"2009"	"26 years"	"26"	3844
	"Alabama"	"01"	"2009"	"2009"	"27 years"	"27"	3642
	"Alabama"	"01"	"2009"	"2009"	"28 years"	"28"	3517
	"Alabama"	"01"	"2009"	"2009"	"29 years"	"29"	3351
	"Alabama"	"01"	"2009"	"2009"	"30 years"	"30"	2984
	"Alabama"	"01"	"2009"	"2009"	"31 years"	"31"	2656
	"Alabama"	"01"	"2009"	"2009"	"32 years"	"32"	2361
	"Alabama"	"01"	"2009"	"2009"	"33 years"	"33"	1891
	"Alabama"	"01"	"2009"	"2009"	"34 years"	"34"	1679
	"Alabama"	"01"	"2009"	"2009"	"35 years"	"35"	1333
	"Alabama"	"01"	"2009"	"2009"	"36 years"	"36"	1105
	"Alabama"	"01"	"2009"	"2009"	"37 years"	"37"	934
	"Alabama"	"01"	"2009"	"2009"	"38 years"	"38"	714
	"Alabama"	"01"	"2009"	"2009"	"39 years"	"39"	512
	"Alabama"	"01"	"2009"	"2009"	"40 years"	"40"	366
	"Alabama"	"01"	"2009"	"2009"	"41 years"	"41"	244
	"Alabama"	"01"	"2009"	"2009"	"42 years"	"42"	158
	"Alabama"	"01"	"2009"	"2009"	"43 years"	"43"	77
	"Alabama"	"01"	"2009"	"2009"	"44 years"	"44"	47
	"Alabama"	"01"	"2009"	"2009"	"45 years"	"45"	22
	"Alabama"	"01"	"2009"	"2009"	"46 years"	"46"	10
	"Alabama"	"01"	"2010"	"2010"	"13 years"	"13"	21
	"Alabama"	"01"	"2010"	"2010"	"14 years"	"14"	84
	"Alabama"	"01"	"2010"	"2010"	"15 years"	"15"	261
	"Alabama"	"01"	"2010"	"2010"	"16 years"	"16"	662
	"Alabama"	"01"	"2010"	"2010"	"17 years"	"17"	1301
	"Alabama"	"01"	"2010"	"2010"	"18 years"	"18"	2014
	"Alabama"	"01"	"2010"	"2010"	"19 years"	"19"	3105
	"Alabama"	"01"	"2010"	"2010"	"20 years"	"20"	3465
	"Alabama"	"01"	"2010"	"2010"	"21 years"	"21"	3568
	"Alabama"	"01"	"2010"	"2010"	"22 years"	"22"	3635
	"Alabama"	"01"	"2010"	"2010"	"23 years"	"23"	3505
	"Alabama"	"01"	"2010"	"2010"	"24 years"	"24"	3572
	"Alabama"	"01"	"2010"	"2010"	"25 years"	"25"	3740
	"Alabama"	"01"	"2010"	"2010"	"26 years"	"26"	3631
	"Alabama"	"01"	"2010"	"2010"	"27 years"	"27"	3593
	"Alabama"	"01"	"2010"	"2010"	"28 years"	"28"	3458
	"Alabama"	"01"	"2010"	"2010"	"29 years"	"29"	3261
	"Alabama"	"01"	"2010"	"2010"	"30 years"	"30"	3046
	"Alabama"	"01"	"2010"	"2010"	"31 years"	"31"	2653
	"Alabama"	"01"	"2010"	"2010"	"32 years"	"32"	2287
	"Alabama"	"01"	"2010"	"2010"	"33 years"	"33"	1942
	"Alabama"	"01"	"2010"	"2010"	"34 years"	"34"	1650
	"Alabama"	"01"	"2010"	"2010"	"35 years"	"35"	1410
	"Alabama"	"01"	"2010"	"2010"	"36 years"	"36"	1090
	"Alabama"	"01"	"2010"	"2010"	"37 years"	"37"	838
	"Alabama"	"01"	"2010"	"2010"	"38 years"	"38"	709
	"Alabama"	"01"	"2010"	"2010"	"39 years"	"39"	543
	"Alabama"	"01"	"2010"	"2010"	"40 years"	"40"	409
	"Alabama"	"01"	"2010"	"2010"	"41 years"	"41"	272
	"Alabama"	"01"	"2010"	"2010"	"42 years"	"42"	154
	"Alabama"	"01"	"2010"	"2010"	"43 years"	"43"	78
	"Alabama"	"01"	"2010"	"2010"	"44 years"	"44"	43
	"Alabama"	"01"	"2010"	"2010"	"45 years"	"45"	24
	"Alabama"	"01"	"2010"	"2010"	"46 years"	"46"	13
	"Alabama"	"01"	"2011"	"2011"	"13 years"	"13"	20
	"Alabama"	"01"	"2011"	"2011"	"14 years"	"14"	75
	"Alabama"	"01"	"2011"	"2011"	"15 years"	"15"	233
	"Alabama"	"01"	"2011"	"2011"	"16 years"	"16"	598
	"Alabama"	"01"	"2011"	"2011"	"17 years"	"17"	1152
	"Alabama"	"01"	"2011"	"2011"	"18 years"	"18"	1837
	"Alabama"	"01"	"2011"	"2011"	"19 years"	"19"	2789
	"Alabama"	"01"	"2011"	"2011"	"20 years"	"20"	3335
	"Alabama"	"01"	"2011"	"2011"	"21 years"	"21"	3590
	"Alabama"	"01"	"2011"	"2011"	"22 years"	"22"	3492
	"Alabama"	"01"	"2011"	"2011"	"23 years"	"23"	3609
	"Alabama"	"01"	"2011"	"2011"	"24 years"	"24"	3565
	"Alabama"	"01"	"2011"	"2011"	"25 years"	"25"	3480
	"Alabama"	"01"	"2011"	"2011"	"26 years"	"26"	3617
	"Alabama"	"01"	"2011"	"2011"	"27 years"	"27"	3651
	"Alabama"	"01"	"2011"	"2011"	"28 years"	"28"	3440
	"Alabama"	"01"	"2011"	"2011"	"29 years"	"29"	3310
	"Alabama"	"01"	"2011"	"2011"	"30 years"	"30"	3119
	"Alabama"	"01"	"2011"	"2011"	"31 years"	"31"	2705
	"Alabama"	"01"	"2011"	"2011"	"32 years"	"32"	2411
	"Alabama"	"01"	"2011"	"2011"	"33 years"	"33"	1978
	"Alabama"	"01"	"2011"	"2011"	"34 years"	"34"	1736
	"Alabama"	"01"	"2011"	"2011"	"35 years"	"35"	1420
	"Alabama"	"01"	"2011"	"2011"	"36 years"	"36"	1143
	"Alabama"	"01"	"2011"	"2011"	"37 years"	"37"	820
	"Alabama"	"01"	"2011"	"2011"	"38 years"	"38"	701
	"Alabama"	"01"	"2011"	"2011"	"39 years"	"39"	516
	"Alabama"	"01"	"2011"	"2011"	"40 years"	"40"	406
	"Alabama"	"01"	"2011"	"2011"	"41 years"	"41"	254
	"Alabama"	"01"	"2011"	"2011"	"42 years"	"42"	166
	"Alabama"	"01"	"2011"	"2011"	"43 years"	"43"	88
	"Alabama"	"01"	"2011"	"2011"	"44 years"	"44"	45
	"Alabama"	"01"	"2011"	"2011"	"45 years"	"45"	24
	"Alabama"	"01"	"2011"	"2011"	"46 years"	"46"	14
	"Alabama"	"01"	"2012"	"2012"	"13 years"	"13"	20
	"Alabama"	"01"	"2012"	"2012"	"14 years"	"14"	66
	"Alabama"	"01"	"2012"	"2012"	"15 years"	"15"	224
	"Alabama"	"01"	"2012"	"2012"	"16 years"	"16"	519
	"Alabama"	"01"	"2012"	"2012"	"17 years"	"17"	982
	"Alabama"	"01"	"2012"	"2012"	"18 years"	"18"	1684
	"Alabama"	"01"	"2012"	"2012"	"19 years"	"19"	2786
	"Alabama"	"01"	"2012"	"2012"	"20 years"	"20"	3200
	"Alabama"	"01"	"2012"	"2012"	"21 years"	"21"	3479
	"Alabama"	"01"	"2012"	"2012"	"22 years"	"22"	3523
	"Alabama"	"01"	"2012"	"2012"	"23 years"	"23"	3367
	"Alabama"	"01"	"2012"	"2012"	"24 years"	"24"	3531
	"Alabama"	"01"	"2012"	"2012"	"25 years"	"25"	3553
	"Alabama"	"01"	"2012"	"2012"	"26 years"	"26"	3644
	"Alabama"	"01"	"2012"	"2012"	"27 years"	"27"	3512
	"Alabama"	"01"	"2012"	"2012"	"28 years"	"28"	3423
	"Alabama"	"01"	"2012"	"2012"	"29 years"	"29"	3215
	"Alabama"	"01"	"2012"	"2012"	"30 years"	"30"	3088
	"Alabama"	"01"	"2012"	"2012"	"31 years"	"31"	2812
	"Alabama"	"01"	"2012"	"2012"	"32 years"	"32"	2522
	"Alabama"	"01"	"2012"	"2012"	"33 years"	"33"	2056
	"Alabama"	"01"	"2012"	"2012"	"34 years"	"34"	1733
	"Alabama"	"01"	"2012"	"2012"	"35 years"	"35"	1512
	"Alabama"	"01"	"2012"	"2012"	"36 years"	"36"	1059
	"Alabama"	"01"	"2012"	"2012"	"37 years"	"37"	880
	"Alabama"	"01"	"2012"	"2012"	"38 years"	"38"	633
	"Alabama"	"01"	"2012"	"2012"	"39 years"	"39"	490
	"Alabama"	"01"	"2012"	"2012"	"40 years"	"40"	363
	"Alabama"	"01"	"2012"	"2012"	"41 years"	"41"	256
	"Alabama"	"01"	"2012"	"2012"	"42 years"	"42"	120
	"Alabama"	"01"	"2012"	"2012"	"43 years"	"43"	93
	"Alabama"	"01"	"2012"	"2012"	"44 years"	"44"	53
	"Alabama"	"01"	"2012"	"2012"	"45 years"	"45"	25
	"Alabama"	"01"	"2012"	"2012"	"46 years"	"46"	11
	"Alabama"	"01"	"2013"	"2013"	"13 years"	"13"	10
	"Alabama"	"01"	"2013"	"2013"	"14 years"	"14"	52
	"Alabama"	"01"	"2013"	"2013"	"15 years"	"15"	166
	"Alabama"	"01"	"2013"	"2013"	"16 years"	"16"	412
	"Alabama"	"01"	"2013"	"2013"	"17 years"	"17"	893
	"Alabama"	"01"	"2013"	"2013"	"18 years"	"18"	1454
	"Alabama"	"01"	"2013"	"2013"	"19 years"	"19"	2467
	"Alabama"	"01"	"2013"	"2013"	"20 years"	"20"	3107
	"Alabama"	"01"	"2013"	"2013"	"21 years"	"21"	3405
	"Alabama"	"01"	"2013"	"2013"	"22 years"	"22"	3619
	"Alabama"	"01"	"2013"	"2013"	"23 years"	"23"	3582
	"Alabama"	"01"	"2013"	"2013"	"24 years"	"24"	3609
	"Alabama"	"01"	"2013"	"2013"	"25 years"	"25"	3502
	"Alabama"	"01"	"2013"	"2013"	"26 years"	"26"	3644
	"Alabama"	"01"	"2013"	"2013"	"27 years"	"27"	3550
	"Alabama"	"01"	"2013"	"2013"	"28 years"	"28"	3476
	"Alabama"	"01"	"2013"	"2013"	"29 years"	"29"	3308
	"Alabama"	"01"	"2013"	"2013"	"30 years"	"30"	3127
	"Alabama"	"01"	"2013"	"2013"	"31 years"	"31"	2879
	"Alabama"	"01"	"2013"	"2013"	"32 years"	"32"	2372
	"Alabama"	"01"	"2013"	"2013"	"33 years"	"33"	2124
	"Alabama"	"01"	"2013"	"2013"	"34 years"	"34"	1823
	"Alabama"	"01"	"2013"	"2013"	"35 years"	"35"	1423
	"Alabama"	"01"	"2013"	"2013"	"36 years"	"36"	1163
	"Alabama"	"01"	"2013"	"2013"	"37 years"	"37"	854
	"Alabama"	"01"	"2013"	"2013"	"38 years"	"38"	700
	"Alabama"	"01"	"2013"	"2013"	"39 years"	"39"	491
	"Alabama"	"01"	"2013"	"2013"	"40 years"	"40"	357
	"Alabama"	"01"	"2013"	"2013"	"41 years"	"41"	252
	"Alabama"	"01"	"2013"	"2013"	"42 years"	"42"	156
	"Alabama"	"01"	"2013"	"2013"	"43 years"	"43"	77
	"Alabama"	"01"	"2013"	"2013"	"44 years"	"44"	55
	"Alabama"	"01"	"2013"	"2013"	"45 years"	"45"	33
	"Alabama"	"01"	"2013"	"2013"	"46 years"	"46"	10
	"Alabama"	"01"	"2014"	"2014"	"13 years"	"13"	11
	"Alabama"	"01"	"2014"	"2014"	"14 years"	"14"	51
	"Alabama"	"01"	"2014"	"2014"	"15 years"	"15"	158
	"Alabama"	"01"	"2014"	"2014"	"16 years"	"16"	393
	"Alabama"	"01"	"2014"	"2014"	"17 years"	"17"	807
	"Alabama"	"01"	"2014"	"2014"	"18 years"	"18"	1400
	"Alabama"	"01"	"2014"	"2014"	"19 years"	"19"	2251
	"Alabama"	"01"	"2014"	"2014"	"20 years"	"20"	3001
	"Alabama"	"01"	"2014"	"2014"	"21 years"	"21"	3228
	"Alabama"	"01"	"2014"	"2014"	"22 years"	"22"	3530
	"Alabama"	"01"	"2014"	"2014"	"23 years"	"23"	3617
	"Alabama"	"01"	"2014"	"2014"	"24 years"	"24"	3716
	"Alabama"	"01"	"2014"	"2014"	"25 years"	"25"	3735
	"Alabama"	"01"	"2014"	"2014"	"26 years"	"26"	3700
	"Alabama"	"01"	"2014"	"2014"	"27 years"	"27"	3616
	"Alabama"	"01"	"2014"	"2014"	"28 years"	"28"	3575
	"Alabama"	"01"	"2014"	"2014"	"29 years"	"29"	3515
	"Alabama"	"01"	"2014"	"2014"	"30 years"	"30"	3241
	"Alabama"	"01"	"2014"	"2014"	"31 years"	"31"	3087
	"Alabama"	"01"	"2014"	"2014"	"32 years"	"32"	2671
	"Alabama"	"01"	"2014"	"2014"	"33 years"	"33"	2244
	"Alabama"	"01"	"2014"	"2014"	"34 years"	"34"	1933
	"Alabama"	"01"	"2014"	"2014"	"35 years"	"35"	1600
	"Alabama"	"01"	"2014"	"2014"	"36 years"	"36"	1196
	"Alabama"	"01"	"2014"	"2014"	"37 years"	"37"	912
	"Alabama"	"01"	"2014"	"2014"	"38 years"	"38"	704
	"Alabama"	"01"	"2014"	"2014"	"39 years"	"39"	568
	"Alabama"	"01"	"2014"	"2014"	"40 years"	"40"	372
	"Alabama"	"01"	"2014"	"2014"	"41 years"	"41"	246
	"Alabama"	"01"	"2014"	"2014"	"42 years"	"42"	151
	"Alabama"	"01"	"2014"	"2014"	"43 years"	"43"	102
	"Alabama"	"01"	"2014"	"2014"	"44 years"	"44"	45
	"Alabama"	"01"	"2014"	"2014"	"45 years"	"45"	19
	"Alabama"	"01"	"2014"	"2014"	"46 years"	"46"	15
	"Alabama"	"01"	"2015"	"2015"	"13 years"	"13"	10
	"Alabama"	"01"	"2015"	"2015"	"14 years"	"14"	40
	"Alabama"	"01"	"2015"	"2015"	"15 years"	"15"	177
	"Alabama"	"01"	"2015"	"2015"	"16 years"	"16"	383
	"Alabama"	"01"	"2015"	"2015"	"17 years"	"17"	735
	"Alabama"	"01"	"2015"	"2015"	"18 years"	"18"	1305
	"Alabama"	"01"	"2015"	"2015"	"19 years"	"19"	2139
	"Alabama"	"01"	"2015"	"2015"	"20 years"	"20"	2777
	"Alabama"	"01"	"2015"	"2015"	"21 years"	"21"	3163
	"Alabama"	"01"	"2015"	"2015"	"22 years"	"22"	3386
	"Alabama"	"01"	"2015"	"2015"	"23 years"	"23"	3659
	"Alabama"	"01"	"2015"	"2015"	"24 years"	"24"	3809
	"Alabama"	"01"	"2015"	"2015"	"25 years"	"25"	3848
	"Alabama"	"01"	"2015"	"2015"	"26 years"	"26"	3739
	"Alabama"	"01"	"2015"	"2015"	"27 years"	"27"	3888
	"Alabama"	"01"	"2015"	"2015"	"28 years"	"28"	3584
	"Alabama"	"01"	"2015"	"2015"	"29 years"	"29"	3472
	"Alabama"	"01"	"2015"	"2015"	"30 years"	"30"	3285
	"Alabama"	"01"	"2015"	"2015"	"31 years"	"31"	3018
	"Alabama"	"01"	"2015"	"2015"	"32 years"	"32"	2624
	"Alabama"	"01"	"2015"	"2015"	"33 years"	"33"	2317
	"Alabama"	"01"	"2015"	"2015"	"34 years"	"34"	2043
	"Alabama"	"01"	"2015"	"2015"	"35 years"	"35"	1656
	"Alabama"	"01"	"2015"	"2015"	"36 years"	"36"	1288
	"Alabama"	"01"	"2015"	"2015"	"37 years"	"37"	1035
	"Alabama"	"01"	"2015"	"2015"	"38 years"	"38"	776
	"Alabama"	"01"	"2015"	"2015"	"39 years"	"39"	517
	"Alabama"	"01"	"2015"	"2015"	"40 years"	"40"	384
	"Alabama"	"01"	"2015"	"2015"	"41 years"	"41"	261
	"Alabama"	"01"	"2015"	"2015"	"42 years"	"42"	139
	"Alabama"	"01"	"2015"	"2015"	"43 years"	"43"	89
	"Alabama"	"01"	"2015"	"2015"	"44 years"	"44"	55
	"Alabama"	"01"	"2015"	"2015"	"45 years"	"45"	31
	"Alabama"	"01"	"2015"	"2015"	"46 years"	"46"	10
	"Alabama"	"01"	"2016"	"2016"	"14 years"	"14"	37
	"Alabama"	"01"	"2016"	"2016"	"15 years"	"15"	128
	"Alabama"	"01"	"2016"	"2016"	"16 years"	"16"	397
	"Alabama"	"01"	"2016"	"2016"	"17 years"	"17"	706
	"Alabama"	"01"	"2016"	"2016"	"18 years"	"18"	1256
	"Alabama"	"01"	"2016"	"2016"	"19 years"	"19"	1993
	"Alabama"	"01"	"2016"	"2016"	"20 years"	"20"	2600
	"Alabama"	"01"	"2016"	"2016"	"21 years"	"21"	2919
	"Alabama"	"01"	"2016"	"2016"	"22 years"	"22"	3327
	"Alabama"	"01"	"2016"	"2016"	"23 years"	"23"	3558
	"Alabama"	"01"	"2016"	"2016"	"24 years"	"24"	3662
	"Alabama"	"01"	"2016"	"2016"	"25 years"	"25"	3885
	"Alabama"	"01"	"2016"	"2016"	"26 years"	"26"	3864
	"Alabama"	"01"	"2016"	"2016"	"27 years"	"27"	3779
	"Alabama"	"01"	"2016"	"2016"	"28 years"	"28"	3591
	"Alabama"	"01"	"2016"	"2016"	"29 years"	"29"	3530
	"Alabama"	"01"	"2016"	"2016"	"30 years"	"30"	3292
	"Alabama"	"01"	"2016"	"2016"	"31 years"	"31"	3127
	"Alabama"	"01"	"2016"	"2016"	"32 years"	"32"	2662
	"Alabama"	"01"	"2016"	"2016"	"33 years"	"33"	2306
	"Alabama"	"01"	"2016"	"2016"	"34 years"	"34"	2053
	"Alabama"	"01"	"2016"	"2016"	"35 years"	"35"	1699
	"Alabama"	"01"	"2016"	"2016"	"36 years"	"36"	1475
	"Alabama"	"01"	"2016"	"2016"	"37 years"	"37"	1008
	"Alabama"	"01"	"2016"	"2016"	"38 years"	"38"	759
	"Alabama"	"01"	"2016"	"2016"	"39 years"	"39"	564
	"Alabama"	"01"	"2016"	"2016"	"40 years"	"40"	357
	"Alabama"	"01"	"2016"	"2016"	"41 years"	"41"	265
	"Alabama"	"01"	"2016"	"2016"	"42 years"	"42"	153
	"Alabama"	"01"	"2016"	"2016"	"43 years"	"43"	94
	"Alabama"	"01"	"2016"	"2016"	"44 years"	"44"	55
	"Alabama"	"01"	"2016"	"2016"	"45 years"	"45"	19
	"Alaska"	"02"	"2007"	"2007"	"15 years"	"15"	28
	"Alaska"	"02"	"2007"	"2007"	"16 years"	"16"	69
	"Alaska"	"02"	"2007"	"2007"	"17 years"	"17"	174
	"Alaska"	"02"	"2007"	"2007"	"18 years"	"18"	305
	"Alaska"	"02"	"2007"	"2007"	"19 years"	"19"	541
	"Alaska"	"02"	"2007"	"2007"	"20 years"	"20"	543
	"Alaska"	"02"	"2007"	"2007"	"21 years"	"21"	622
	"Alaska"	"02"	"2007"	"2007"	"22 years"	"22"	693
	"Alaska"	"02"	"2007"	"2007"	"23 years"	"23"	699
	"Alaska"	"02"	"2007"	"2007"	"24 years"	"24"	759
	"Alaska"	"02"	"2007"	"2007"	"25 years"	"25"	707
	"Alaska"	"02"	"2007"	"2007"	"26 years"	"26"	672
	"Alaska"	"02"	"2007"	"2007"	"27 years"	"27"	676
	"Alaska"	"02"	"2007"	"2007"	"28 years"	"28"	577
	"Alaska"	"02"	"2007"	"2007"	"29 years"	"29"	552
	"Alaska"	"02"	"2007"	"2007"	"30 years"	"30"	504
	"Alaska"	"02"	"2007"	"2007"	"31 years"	"31"	477
	"Alaska"	"02"	"2007"	"2007"	"32 years"	"32"	400
	"Alaska"	"02"	"2007"	"2007"	"33 years"	"33"	364
	"Alaska"	"02"	"2007"	"2007"	"34 years"	"34"	344
	"Alaska"	"02"	"2007"	"2007"	"35 years"	"35"	308
	"Alaska"	"02"	"2007"	"2007"	"36 years"	"36"	257
	"Alaska"	"02"	"2007"	"2007"	"37 years"	"37"	205
	"Alaska"	"02"	"2007"	"2007"	"38 years"	"38"	158
	"Alaska"	"02"	"2007"	"2007"	"39 years"	"39"	126
	"Alaska"	"02"	"2007"	"2007"	"40 years"	"40"	100
	"Alaska"	"02"	"2007"	"2007"	"41 years"	"41"	66
	"Alaska"	"02"	"2007"	"2007"	"42 years"	"42"	52
	"Alaska"	"02"	"2007"	"2007"	"43 years"	"43"	29
	"Alaska"	"02"	"2007"	"2007"	"44 years"	"44"	15
	"Alaska"	"02"	"2007"	"2007"	"45 years"	"45"	15
	"Alaska"	"02"	"2008"	"2008"	"15 years"	"15"	27
	"Alaska"	"02"	"2008"	"2008"	"16 years"	"16"	90
	"Alaska"	"02"	"2008"	"2008"	"17 years"	"17"	184
	"Alaska"	"02"	"2008"	"2008"	"18 years"	"18"	333
	"Alaska"	"02"	"2008"	"2008"	"19 years"	"19"	501
	"Alaska"	"02"	"2008"	"2008"	"20 years"	"20"	604
	"Alaska"	"02"	"2008"	"2008"	"21 years"	"21"	640
	"Alaska"	"02"	"2008"	"2008"	"22 years"	"22"	708
	"Alaska"	"02"	"2008"	"2008"	"23 years"	"23"	696
	"Alaska"	"02"	"2008"	"2008"	"24 years"	"24"	702
	"Alaska"	"02"	"2008"	"2008"	"25 years"	"25"	752
	"Alaska"	"02"	"2008"	"2008"	"26 years"	"26"	747
	"Alaska"	"02"	"2008"	"2008"	"27 years"	"27"	718
	"Alaska"	"02"	"2008"	"2008"	"28 years"	"28"	581
	"Alaska"	"02"	"2008"	"2008"	"29 years"	"29"	590
	"Alaska"	"02"	"2008"	"2008"	"30 years"	"30"	541
	"Alaska"	"02"	"2008"	"2008"	"31 years"	"31"	503
	"Alaska"	"02"	"2008"	"2008"	"32 years"	"32"	442
	"Alaska"	"02"	"2008"	"2008"	"33 years"	"33"	390
	"Alaska"	"02"	"2008"	"2008"	"34 years"	"34"	313
	"Alaska"	"02"	"2008"	"2008"	"35 years"	"35"	278
	"Alaska"	"02"	"2008"	"2008"	"36 years"	"36"	256
	"Alaska"	"02"	"2008"	"2008"	"37 years"	"37"	245
	"Alaska"	"02"	"2008"	"2008"	"38 years"	"38"	187
	"Alaska"	"02"	"2008"	"2008"	"39 years"	"39"	118
	"Alaska"	"02"	"2008"	"2008"	"40 years"	"40"	107
	"Alaska"	"02"	"2008"	"2008"	"41 years"	"41"	65
	"Alaska"	"02"	"2008"	"2008"	"42 years"	"42"	45
	"Alaska"	"02"	"2008"	"2008"	"43 years"	"43"	34
	"Alaska"	"02"	"2008"	"2008"	"44 years"	"44"	22
	"Alaska"	"02"	"2008"	"2008"	"45 years"	"45"	10
	"Alaska"	"02"	"2009"	"2009"	"15 years"	"15"	31
	"Alaska"	"02"	"2009"	"2009"	"16 years"	"16"	88
	"Alaska"	"02"	"2009"	"2009"	"17 years"	"17"	168
	"Alaska"	"02"	"2009"	"2009"	"18 years"	"18"	341
